"subjectid" "activityname" "variable" "mean"
9 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.0892254930640278
9 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0397344421815972
9 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.053402884281875
9 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.7617108665625
9 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.773273878854167
9 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.744656038298611
9 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.505183470509188
9 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.553038255314792
9 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.505183470509188
9 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.553038255314792
9 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.621608245092361
9 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.608862145384722
9 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.550201866572569
9 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.663198385034722
9 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.7629795809375
9 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.786176892048611
9 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.579258404408681
9 "WALKING_UPSTAIRS" "fbodyaccmeany" -0.610267804090278
9 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.592119122804271
9 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.547995744907986
9 "WALKING_UPSTAIRS" "fbodyaccstdy" -0.586766083232639
9 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.501074006965903
9 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" -0.291349229752569
9 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" -0.0879003298041667
9 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" -0.0304334227664236
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.621377141312847
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.699766614569444
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.702931927996528
9 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.572819893733993
9 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" -0.679065855003472
9 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.739139922708333
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" -0.219176266215278
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.296107744084757
9 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" -0.290292303180208
9 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.639863219559028
9 "WALKING_UPSTAIRS" "fbodygyromeany" -0.683924287600694
9 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.612680463163889
9 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.690689895534722
9 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.667203220760417
9 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.619468634127778
9 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" -0.205909254584222
9 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" -0.240880440259861
9 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" -0.196153280691528
9 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.553186448295139
9 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.624456827182986
9 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" -0.00358269125034722
9 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.609193721940625
9 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.611619343190972
9 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.0983598303289236
9 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.700863097986111
9 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.697729432621528
9 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" -0.108828634535764
9 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.786473954201389
9 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.801296292638889
9 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.0927763736788194
10 "WALKING_DOWNSTAIRS" "tbodyaccmeanx" 0.276238831213675
10 "WALKING_DOWNSTAIRS" "tbodyaccmeany" -0.0188857189162821
10 "WALKING_DOWNSTAIRS" "tbodyaccmeanz" -0.112087661002564
10 "WALKING_DOWNSTAIRS" "tbodyaccstdx" -0.425216183982906
10 "WALKING_DOWNSTAIRS" "tbodyaccstdy" -0.386704550776068
10 "WALKING_DOWNSTAIRS" "tbodyaccstdz" -0.523113372540812
10 "WALKING_DOWNSTAIRS" "tgravityaccmeanx" 0.65835911957265
10 "WALKING_DOWNSTAIRS" "tgravityaccmeany" -0.165177771367521
10 "WALKING_DOWNSTAIRS" "tgravityaccmeanz" 0.0307366662204145
10 "WALKING_DOWNSTAIRS" "tgravityaccstdx" -0.964245853333333
10 "WALKING_DOWNSTAIRS" "tgravityaccstdy" -0.95273087965812
10 "WALKING_DOWNSTAIRS" "tgravityaccstdz" -0.929729024405983
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanx" 0.0804000423888889
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeany" 0.0153774046898718
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkmeanz" -0.0143982101450427
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdx" -0.414395232038462
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdy" -0.431961308787137
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkstdz" -0.690604755970085
10 "WALKING_DOWNSTAIRS" "tbodygyromeanx" -0.0144658378235897
10 "WALKING_DOWNSTAIRS" "tbodygyromeany" -0.0863038250719359
10 "WALKING_DOWNSTAIRS" "tbodygyromeanz" 0.089594378107906
10 "WALKING_DOWNSTAIRS" "tbodygyrostdx" -0.597873796746581
10 "WALKING_DOWNSTAIRS" "tbodygyrostdy" -0.492482432210256
10 "WALKING_DOWNSTAIRS" "tbodygyrostdz" -0.505981516216239
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanx" -0.11062834367265
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeany" -0.043380952132265
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkmeanz" -0.0554261378425641
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdx" -0.632669178589744
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdy" -0.713441119059829
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkstdz" -0.611026435705128
10 "WALKING_DOWNSTAIRS" "tbodyaccmagmean" -0.384739666615641
10 "WALKING_DOWNSTAIRS" "tbodyaccmagstd" -0.44358190387041
10 "WALKING_DOWNSTAIRS" "tgravityaccmagmean" -0.384739666615641
10 "WALKING_DOWNSTAIRS" "tgravityaccmagstd" -0.44358190387041
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagmean" -0.474897326746876
10 "WALKING_DOWNSTAIRS" "tbodyaccjerkmagstd" -0.416276937898718
10 "WALKING_DOWNSTAIRS" "tbodygyromagmean" -0.412441627912821
10 "WALKING_DOWNSTAIRS" "tbodygyromagstd" -0.541830959732991
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagmean" -0.670402026880342
10 "WALKING_DOWNSTAIRS" "tbodygyrojerkmagstd" -0.714863988119658
10 "WALKING_DOWNSTAIRS" "fbodyaccmeanx" -0.418694276739316
10 "WALKING_DOWNSTAIRS" "fbodyaccmeany" -0.380394009936325
10 "WALKING_DOWNSTAIRS" "fbodyaccmeanz" -0.572754894505128
10 "WALKING_DOWNSTAIRS" "fbodyaccstdx" -0.429098457335897
10 "WALKING_DOWNSTAIRS" "fbodyaccstdy" -0.430554427691538
10 "WALKING_DOWNSTAIRS" "fbodyaccstdz" -0.537241875010256
10 "WALKING_DOWNSTAIRS" "fbodyaccmeanfreqx" -0.198237467184402
10 "WALKING_DOWNSTAIRS" "fbodyaccmeanfreqy" 0.088899044042735
10 "WALKING_DOWNSTAIRS" "fbodyaccmeanfreqz" 0.126955803301549
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanx" -0.436761689484615
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeany" -0.450402445118248
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanz" -0.654781895967094
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdx" -0.444119132470983
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdy" -0.451626571504701
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkstdz" -0.726013573974359
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanfreqx" -0.0856086178596154
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanfreqy" -0.181063512296154
10 "WALKING_DOWNSTAIRS" "fbodyaccjerkmeanfreqz" -0.0208108510961538
10 "WALKING_DOWNSTAIRS" "fbodygyromeanx" -0.531727937426966
10 "WALKING_DOWNSTAIRS" "fbodygyromeany" -0.564114631944444
10 "WALKING_DOWNSTAIRS" "fbodygyromeanz" -0.467504644086325
10 "WALKING_DOWNSTAIRS" "fbodygyrostdx" -0.621040868816239
10 "WALKING_DOWNSTAIRS" "fbodygyrostdy" -0.460535897286325
10 "WALKING_DOWNSTAIRS" "fbodygyrostdz" -0.565036981154701
10 "WALKING_DOWNSTAIRS" "fbodygyromeanfreqx" -0.0933071451660684
10 "WALKING_DOWNSTAIRS" "fbodygyromeanfreqy" -0.129584765945726
10 "WALKING_DOWNSTAIRS" "fbodygyromeanfreqz" -0.0723224360760684
10 "WALKING_DOWNSTAIRS" "fbodyaccmagmean" -0.407807233704274
10 "WALKING_DOWNSTAIRS" "fbodyaccmagstd" -0.552739646816667
10 "WALKING_DOWNSTAIRS" "fbodyaccmagmeanfreq" 0.151585663446154
10 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmagmean" -0.398398451363248
10 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmagstd" -0.446280697635769
10 "WALKING_DOWNSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.12717476854406
10 "WALKING_DOWNSTAIRS" "fbodybodygyromagmean" -0.585222602952991
10 "WALKING_DOWNSTAIRS" "fbodybodygyromagstd" -0.593770651726496
10 "WALKING_DOWNSTAIRS" "fbodybodygyromagmeanfreq" 0.00472568984011538
10 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmagmean" -0.713252357820513
10 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmagstd" -0.737951108418803
10 "WALKING_DOWNSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.135779552295726
10 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.2792260805
10 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0137410699333333
10 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.1082356298
10 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.976914667166667
10 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.929141091633333
10 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.972264913
10 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.582637512166667
10 "WALKING_UPSTAIRS" "tgravityaccmeany" 0.2814715215
10 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.1506301434
10 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.9719009915
10 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.961517524833333
10 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.973718302333333
10 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.0775130550833333
10 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" 0.00330831786383333
10 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" 0.000510105274833334
10 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.977836345
10 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" -0.962510329833333
10 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.9852148295
10 "WALKING_UPSTAIRS" "tbodygyromeanx" -0.0342448434966667
10 "WALKING_UPSTAIRS" "tbodygyromeany" -0.078152882769
10 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.0966117812
10 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.970429545833333
10 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.976850974833333
10 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.957569497
10 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.0984885261
10 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0386820786833333
10 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.0560434883966667
10 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.978483352166667
10 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.983924353
10 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.982318139166667
10 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.9617663145
10 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.942239747
10 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.9617663145
10 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.942239747
10 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.978933889
10 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.970288294833333
10 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.948394682666667
10 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.946460267166667
10 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.984314541333333
10 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.979257408333333
10 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.975310696833333
10 "WALKING_UPSTAIRS" "fbodyaccmeany" -0.940255585
10 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.976061050166667
10 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.978249844833333
10 "WALKING_UPSTAIRS" "fbodyaccstdy" -0.928300078783333
10 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.971528370666667
10 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" 0.00798704466166666
10 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" 0.11787740315
10 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" 0.24323874364
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.978120306166667
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.9634427765
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.9826301395
10 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.979612429166667
10 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" -0.964387826
10 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.9864711005
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" 0.18049724774
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.0236616142666667
10 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" 0.136230998733333
10 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.9661191675
10 "WALKING_UPSTAIRS" "fbodygyromeany" -0.976870853
10 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.9572695305
10 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.971946495
10 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.977034021833333
10 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.961499603833333
10 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" 0.0389539027333333
10 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" 0.0734377932783333
10 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" 0.0366931660383333
10 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.951348618666667
10 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.946976321166667
10 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" 0.257758402675
10 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.970436012833333
10 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.969339341333333
10 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.303074622566667
10 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.958964957333333
10 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.94776606
10 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" 0.04078922134
10 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.980438270333333
10 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.978997537333333
10 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.223002989278333
11 "WALKING_UPSTAIRS" "tbodyaccmeanx" 0.27658531139557
11 "WALKING_UPSTAIRS" "tbodyaccmeany" -0.0191272531933228
11 "WALKING_UPSTAIRS" "tbodyaccmeanz" -0.108941761642405
11 "WALKING_UPSTAIRS" "tbodyaccstdx" -0.58947649779557
11 "WALKING_UPSTAIRS" "tbodyaccstdy" -0.490379346996835
11 "WALKING_UPSTAIRS" "tbodyaccstdz" -0.665324314227848
11 "WALKING_UPSTAIRS" "tgravityaccmeanx" 0.730526184936709
11 "WALKING_UPSTAIRS" "tgravityaccmeany" 0.0527387028613924
11 "WALKING_UPSTAIRS" "tgravityaccmeanz" 0.140209861246835
11 "WALKING_UPSTAIRS" "tgravityaccstdx" -0.975394457689873
11 "WALKING_UPSTAIRS" "tgravityaccstdy" -0.957138770727848
11 "WALKING_UPSTAIRS" "tgravityaccstdz" -0.956812000411392
11 "WALKING_UPSTAIRS" "tbodyaccjerkmeanx" 0.0830134540658228
11 "WALKING_UPSTAIRS" "tbodyaccjerkmeany" 0.0078044254343038
11 "WALKING_UPSTAIRS" "tbodyaccjerkmeanz" -0.00657424975259494
11 "WALKING_UPSTAIRS" "tbodyaccjerkstdx" -0.659323083055063
11 "WALKING_UPSTAIRS" "tbodyaccjerkstdy" -0.608784226719937
11 "WALKING_UPSTAIRS" "tbodyaccjerkstdz" -0.842511816044304
11 "WALKING_UPSTAIRS" "tbodygyromeanx" -0.0547328440272468
11 "WALKING_UPSTAIRS" "tbodygyromeany" -0.0582275770813291
11 "WALKING_UPSTAIRS" "tbodygyromeanz" 0.087284109682356
11 "WALKING_UPSTAIRS" "tbodygyrostdx" -0.739922126628797
11 "WALKING_UPSTAIRS" "tbodygyrostdy" -0.703501766487342
11 "WALKING_UPSTAIRS" "tbodygyrostdz" -0.725016008797468
11 "WALKING_UPSTAIRS" "tbodygyrojerkmeanx" -0.0805473309873418
11 "WALKING_UPSTAIRS" "tbodygyrojerkmeany" -0.0493914065474684
11 "WALKING_UPSTAIRS" "tbodygyrojerkmeanz" -0.0480140167267405
11 "WALKING_UPSTAIRS" "tbodygyrojerkstdx" -0.781738140601266
11 "WALKING_UPSTAIRS" "tbodygyrojerkstdy" -0.868377254082279
11 "WALKING_UPSTAIRS" "tbodygyrojerkstdz" -0.795490882468354
11 "WALKING_UPSTAIRS" "tbodyaccmagmean" -0.542825032813608
11 "WALKING_UPSTAIRS" "tbodyaccmagstd" -0.612882270912658
11 "WALKING_UPSTAIRS" "tgravityaccmagmean" -0.542825032813608
11 "WALKING_UPSTAIRS" "tgravityaccmagstd" -0.612882270912658
11 "WALKING_UPSTAIRS" "tbodyaccjerkmagmean" -0.679819504547468
11 "WALKING_UPSTAIRS" "tbodyaccjerkmagstd" -0.664241760370253
11 "WALKING_UPSTAIRS" "tbodygyromagmean" -0.628367851066456
11 "WALKING_UPSTAIRS" "tbodygyromagstd" -0.696771378957911
11 "WALKING_UPSTAIRS" "tbodygyrojerkmagmean" -0.826829028481013
11 "WALKING_UPSTAIRS" "tbodygyrojerkmagstd" -0.866905012626582
11 "WALKING_UPSTAIRS" "fbodyaccmeanx" -0.619524028324684
11 "WALKING_UPSTAIRS" "fbodyaccmeany" -0.531455265662532
11 "WALKING_UPSTAIRS" "fbodyaccmeanz" -0.750026145791139
11 "WALKING_UPSTAIRS" "fbodyaccstdx" -0.579491754749367
11 "WALKING_UPSTAIRS" "fbodyaccstdy" -0.502570240243354
11 "WALKING_UPSTAIRS" "fbodyaccstdz" -0.652095671108544
11 "WALKING_UPSTAIRS" "fbodyaccmeanfreqx" -0.224360420717722
11 "WALKING_UPSTAIRS" "fbodyaccmeanfreqy" 0.0318551463759494
11 "WALKING_UPSTAIRS" "fbodyaccmeanfreqz" 0.0502783009075316
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeanx" -0.676672987166456
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeany" -0.632374688606013
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeanz" -0.825559590221519
11 "WALKING_UPSTAIRS" "fbodyaccjerkstdx" -0.672195644346519
11 "WALKING_UPSTAIRS" "fbodyaccjerkstdy" -0.609444998247785
11 "WALKING_UPSTAIRS" "fbodyaccjerkstdz" -0.858259630601266
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqx" -0.0874254925382278
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqy" -0.242572597206013
11 "WALKING_UPSTAIRS" "fbodyaccjerkmeanfreqz" -0.0992296316156962
11 "WALKING_UPSTAIRS" "fbodygyromeanx" -0.709949332117089
11 "WALKING_UPSTAIRS" "fbodygyromeany" -0.776852868955696
11 "WALKING_UPSTAIRS" "fbodygyromeanz" -0.708842979272152
11 "WALKING_UPSTAIRS" "fbodygyrostdx" -0.751758277167721
11 "WALKING_UPSTAIRS" "fbodygyrostdy" -0.670892713066772
11 "WALKING_UPSTAIRS" "fbodygyrostdz" -0.75596062835443
11 "WALKING_UPSTAIRS" "fbodygyromeanfreqx" -0.111874925112848
11 "WALKING_UPSTAIRS" "fbodygyromeanfreqy" -0.181778028186076
11 "WALKING_UPSTAIRS" "fbodygyromeanfreqz" -0.0810951668035443
11 "WALKING_UPSTAIRS" "fbodyaccmagmean" -0.611528074359177
11 "WALKING_UPSTAIRS" "fbodyaccmagstd" -0.674470159009494
11 "WALKING_UPSTAIRS" "fbodyaccmagmeanfreq" 0.12725035020425
11 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmean" -0.656133473274684
11 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagstd" -0.676925075857595
11 "WALKING_UPSTAIRS" "fbodybodyaccjerkmagmeanfreq" 0.158363551858133
11 "WALKING_UPSTAIRS" "fbodybodygyromagmean" -0.757585939588608
11 "WALKING_UPSTAIRS" "fbodybodygyromagstd" -0.711267219682278
11 "WALKING_UPSTAIRS" "fbodybodygyromagmeanfreq" -0.10978179348269
11 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmean" -0.864827011392405
11 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagstd" -0.879254016740506
11 "WALKING_UPSTAIRS" "fbodybodygyrojerkmagmeanfreq" 0.11789211326962
12 "SITTING" "tbodyaccmeanx" 0.275639357761194
12 "SITTING" "tbodyaccmeany" -0.0184861388459702
12 "SITTING" "tbodyaccmeanz" -0.107917262447761
12 "SITTING" "tbodyaccstdx" -0.508665196767164
12 "SITTING" "tbodyaccstdy" -0.401357613464179
12 "SITTING" "tbodyaccstdz" -0.722443639029851
12 "SITTING" "tgravityaccmeanx" 0.629964778955224
12 "SITTING" "tgravityaccmeany" 0.112652596558955
12 "SITTING" "tgravityaccmeanz" -0.0494520137037313
12 "SITTING" "tgravityaccstdx" -0.973039656865672
12 "SITTING" "tgravityaccstdy" -0.961684570149254
12 "SITTING" "tgravityaccstdz" -0.956887170522388
12 "SITTING" "tbodyaccjerkmeanx" 0.0572366455208955
12 "SITTING" "tbodyaccjerkmeany" 0.010632586489403
12 "SITTING" "tbodyaccjerkmeanz" 0.0155338481445373
12 "SITTING" "tbodyaccjerkstdx" -0.487513853589552
12 "SITTING" "tbodyaccjerkstdy" -0.441798499370224
12 "SITTING" "tbodyaccjerkstdz" -0.813044700746269
12 "SITTING" "tbodygyromeanx" -0.0702784362985075
12 "SITTING" "tbodygyromeany" -0.0422418424895522
12 "SITTING" "tbodygyromeanz" 0.089311570049403
12 "SITTING" "tbodygyrostdx" -0.677307561997761
12 "SITTING" "tbodygyrostdy" -0.680398804104478
12 "SITTING" "tbodygyrostdz" -0.699245741395522
12 "SITTING" "tbodygyrojerkmeanx" -0.0726924262059701
12 "SITTING" "tbodygyrojerkmeany" -0.0457374795179104
12 "SITTING" "tbodygyrojerkmeanz" -0.0515110922703731
12 "SITTING" "tbodygyrojerkstdx" -0.623189590291045
12 "SITTING" "tbodygyrojerkstdy" -0.786312781716418
12 "SITTING" "tbodygyrojerkstdz" -0.71311417830597
12 "SITTING" "tbodyaccmagmean" -0.485419876919403
12 "SITTING" "tbodyaccmagstd" -0.509050737147015
12 "SITTING" "tgravityaccmagmean" -0.485419876919403
12 "SITTING" "tgravityaccmagstd" -0.509050737147015
12 "SITTING" "tbodyaccjerkmagmean" -0.553813266144776
12 "SITTING" "tbodyaccjerkmagstd" -0.468462139639552
12 "SITTING" "tbodygyromagmean" -0.585957269414925
12 "SITTING" "tbodygyromagstd" -0.641774640228657
12 "SITTING" "tbodygyrojerkmagmean" -0.735015701865672
12 "SITTING" "tbodygyrojerkmagstd" -0.742760839925373
12 "SITTING" "fbodyaccmeanx" -0.498119157841045
12 "SITTING" "fbodyaccmeany" -0.392694131024627
12 "SITTING" "fbodyaccmeanz" -0.75610207
12 "SITTING" "fbodyaccstdx" -0.514152324191791
12 "SITTING" "fbodyaccstdy" -0.444910001659702
12 "SITTING" "fbodyaccstdz" -0.728469606492537
12 "SITTING" "fbodyaccmeanfreqx" -0.188475319269179
12 "SITTING" "fbodyaccmeanfreqy" 0.102421127053731
12 "SITTING" "fbodyaccmeanfreqz" 0.0531374202022388
12 "SITTING" "fbodyaccjerkmeanx" -0.51464202580597
12 "SITTING" "fbodyaccjerkmeany" -0.471744804389552
12 "SITTING" "fbodyaccjerkmeanz" -0.799284140671642
12 "SITTING" "fbodyaccjerkstdx" -0.505745022388806
12 "SITTING" "fbodyaccjerkstdy" -0.447339284527239
12 "SITTING" "fbodyaccjerkstdz" -0.825620583955224
12 "SITTING" "fbodyaccjerkmeanfreqx" -0.105604273753731
12 "SITTING" "fbodyaccjerkmeanfreqy" -0.232084104223881
12 "SITTING" "fbodyaccjerkmeanfreqz" -0.101473479845821
12 "SITTING" "fbodygyromeanx" -0.585669505506716
12 "SITTING" "fbodygyromeany" -0.708184516268657
12 "SITTING" "fbodygyromeanz" -0.64488048111194
12 "SITTING" "fbodygyrostdx" -0.707831066395522
12 "SITTING" "fbodygyrostdy" -0.669622323059701
12 "SITTING" "fbodygyrostdz" -0.748431752686567
12 "SITTING" "fbodygyromeanfreqx" -0.049418997688806
12 "SITTING" "fbodygyromeanfreqy" -0.107386749104701
12 "SITTING" "fbodygyromeanfreqz" -0.0124011894201493
12 "SITTING" "fbodyaccmagmean" -0.47792395599403
12 "SITTING" "fbodyaccmagstd" -0.605529765076119
12 "SITTING" "fbodyaccmagmeanfreq" 0.120904002453955
12 "SITTING" "fbodybodyaccjerkmagmean" -0.461153229439552
12 "SITTING" "fbodybodyaccjerkmagstd" -0.480918839647015
12 "SITTING" "fbodybodyaccjerkmagmeanfreq" 0.0954383111791045
12 "SITTING" "fbodybodygyromagmean" -0.669095112974627
12 "SITTING" "fbodybodygyromagstd" -0.687480054074627
